#año,area,politica,grupo,programa,EU
2014,4,1,2,1,"Nekazaritzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2014,4,1,2,2,"Abeltzaintzako ekoizpenen lehiakortasuna, kalitatea eta defentsa"
2014,4,1,2,3,Nekazaritza-merkatuak erregulatzea
2014,4,1,3,1,Nekazaritzako elikagaien industriaren lehiakortasuna eta elikagaien kalitatea
2014,4,1,4,1,Ureztatze-lanetarako ur-baliabideak kudeatzea
2014,4,1,4,2,Landa inguruaren garapen iraunkorra
2014,4,1,4,3,Jabetzaren berrantolamendua eta lurzatiak biltzea
2014,4,1,4,4,Nekazaritzako azpiegiturak sustatzea eta hobetzea
2014,4,1,4,5,Herri-lurren babesa
2014,4,1,6,1,Nekazaritzako ekoizpenetan arriskuak prebenitzea
2014,4,2,1,1,Industriako eta energiako zuzendaritza eta zerbitzu orokorrak
2014,4,2,1,2,Industria-jabetza erregulatzea eta babestea
2014,4,2,1,3,"Industriako lehiakortasuna, kalitatea eta segurtasuna"
2014,4,2,1,4,Araudi eta jarduketa administratiboak egitea
2014,4,2,2,1,"Eskualdeentzako pizgarriak, industria bertan geratzeko"
2014,4,2,2,2,Industria-garapena
2014,4,2,2,3,Enpresen birmoldaketa eta berrindustrializazioa
2014,4,2,2,4,laguntza finantzarioa eta enpresen parte-hartzea
2014,4,2,5,1,Energiari buruzko araudia eta garapena
2014,4,2,5,2,Energia-neurriei buruzko pizgarriak
2014,4,3,1,1,Enpresaren merkataritza eta nazioartekotzea sustatzea
2014,4,3,1,2,Merkataritza eta turismoko zuzendaritza eta zerbitzu nagusiak
2014,4,3,1,3,Kanpo-merkataritza antolatzea eta sustatzea
2014,4,3,1,4,Merkataritza-egiturak antolatzea eta modernizatzea
2014,4,3,2,1,Turismoa koordinatzea eta sustatzea
2014,4,3,2,2,Turismo-establezimenduen kudeaketa
2014,4,3,2,3,Hotelak eta konplexu turistikoak sustatzea
2014,4,3,3,1,Enpresa txiki eta ertainak babestea
2014,4,3,3,2,Kooperatiben ea elkarteen garapena
2014,4,4,1,1,Lurreko garraiorako diru-laguntzak eta babesa
2014,4,4,1,3,Aireko garraiorako diru-laguntzak eta babesa
2014,4,5,1,1,Herri-lanetako azterlanak eta laguntza teknikoko zerbitzuak
2014,4,5,1,2,Herri-lanetako zuzendaritza eta zerbitzu orokorrak
2014,4,5,1,3,Ingurumeneko zuzendaritza eta zerbitzu orokorrak
2014,4,5,1,4,Garraioko zuzendaritza eta zerbitzu orokorrak
2014,4,5,1,5,Hirigintzako azterlanak eta laguntza teknikoko zerbitzuak
2014,4,5,1,6,Hirigintzako zuzendaritza eta zerbitzu orokorrak
2014,4,5,2,1,Ur-baliabideen kudeaketa eta azpiegiturak
2014,4,5,2,2,Ur-baliabideen araudia eta lurralde-antolamendua
2014,4,5,2,3,Ibaiertzak egonkortzea
2014,4,5,3,1,Trenbide-garraioaren azpiegitura
2014,4,5,3,2,Errepide-azpiegiturak sortzea
2014,4,5,3,3,Errepideak kontserbatzea eta ustiatzea
2014,4,5,3,4,Lurreko garraioa antolatzea eta ikuskatzea
2014,4,5,5,2,Aireportuetako azpiegiturak
2014,4,5,6,1,Uraren kalitatea
2014,4,5,6,2,Ingurumena babestea eta hobetzea
2014,4,5,6,3,Natura-ingurunea babestea eta hobetzea
2014,4,5,6,4,Higaduraren kontrako borroka
2014,4,5,6,5,Suteak prebenitu eta itzaltzea
2014,4,5,6,6,Herri-lurrak eta larreak sortzea eta hobetzea
2014,4,5,6,7,Baso-masak kontserbatzea eta hobetzea
2014,4,5,6,8,Basoberritzea
2014,4,5,6,9,Kutsadura eta klima-aldaketa prebenitzeko jarduketak
2014,4,5,8,1,Industriako azpiegitura
2014,4,5,8,2,Merkataritzako azpiegitura
2014,4,5,8,3,Azpiegitura turistikoa
2014,4,5,9,1,Elektrifikazioa eta argiztatzea
2014,4,5,A,1,Abelbideak babestea ea kontserbatzea
2014,4,5,A,2,Landa-bideak sortzea eta kontserbatzea
2014,4,5,B,1,Komunitatearen ongizaterako beste zerbitzu batzuk
2014,4,6,2,1,Ikerketa eta azterlan soziologikoak
2014,4,6,2,2,Ikerketa eta azterlan estatistiko eta ekonomikoak
2014,4,6,3,1,Ikerketa zientifikoa
2014,4,6,3,2,Ikerketa zientifiko eta teknikoa sustatzea eta koordinatzea
2014,4,6,5,1,Osasun-arloko ikerketa
2014,4,6,6,1,Hezkuntza-alorreko ikerketa eta ebaluazioa
2014,4,6,7,2,"Herri-lanetako eta komunikazioetako ikerketa, garapena eta esperimentazioa"
2014,4,6,7,3,Ikerketa eta garapen teknologiko-industriala
2014,4,6,7,4,Nekazaritza eta basogintzako ikerketa eta esperimentazioa
2014,4,6,7,5,Ikerketa kulturala
2014,4,6,7,7,Informazioaren gizartea ikertzea eta garatzea
2014,4,6,7,8,"Energiaren, ingurumenaren eta teknologiaren arloetan ikertzea"
2014,4,6,7,9,Telekomunikazioen berrikuntza teknologikoa
2014,4,6,8,1,Nekazaritza-sektoreko azterlan teknikoak
2014,4,6,8,2,"Turismoko, industriako, merkataritzako eta best sektore batzuetako azterlanak eta proiektuak"
2014,4,6,8,9,Beste ikasketa batzuk
2014,4,6,9,1,Beste berrikuntza teknologiko batzuk
2014,4,6,9,1,Beste berrikuntza teknologiko batzuk
2014,4,9,1,1,
2014,4,9,1,3,
2014,4,9,1,4,Telebista-sarea mantentzea eta handitzea
2014,4,9,2,1,Lehiaren defentsa
2014,4,9,2,3,
2014,4,9,3,0,Finantza-administrazioaren gastu orokorrak
2014,4,9,3,1,"Aseguruak zuzentzea, kontrolatzea eta kudeatzea"
2014,4,9,3,3,Kontabilitatea eta ikuskaritzak erregulatzea
2014,4,9,4,1,
2014,4,9,5,1,
2014,4,9,5,2,Meteorologia
2014,4,9,5,3,Metrologia
2014,4,9,5,4,Geodesia eta geofisika
2014,4,9,6,1,Jokoaren antolamendua
2014,9,,,,Izaera orokorreko jarduketak
2014,9,1,,,Goi-zuzendaritza
2014,9,2,,,Izaera orokorreko zerbitzuak
2014,9,3,,,Finantza- eta zerga-administrazioa
2014,9,4,,,Transferentziak beste Administrazio Publiko batzuetara
2014,9,5,,,Zor publikoa; Herri-zorra
2014,9,1,1,,Foru Komunitateko goi-zuzendaritza
2014,9,1,2,,Gobernuaren goi-zuzendaritza
2014,9,2,1,,Administrazio orokorra
2014,9,2,2,,
2014,9,2,3,,Ekonomia eta ogasunaren administrazio orokorra
2014,9,2,4,,Herritarren parte-hartzea
2014,9,2,9,,
2014,9,3,1,,Politika ekonomikoa y fiskala
2014,9,3,2,,Zerga-sistemaren kudeaketa
2014,9,4,1,,Estatuarekin egindako hitzarmenak
2014,9,4,2,,Toki-erakundeentzako transferentziak
2014,9,5,1,,Zor publikoa; Herri-zorra
2014,9,1,1,2,Legegintza
2014,9,1,1,3,Sektore publikoaren kanpo-kontrola
2014,9,1,2,1,Nafarroako Gobernua
2014,9,1,2,2,
2014,9,1,2,3,Legebiltzarrarekiko harremanak
2014,9,2,1,1,
2014,9,2,1,3,
2014,9,2,1,4,"Langileen administrazioa, kudeaketa eta kontrola"
2014,9,2,1,5,Informazio-estaldura
2014,9,2,1,6,Aldizkari ofizialak editatzea eta egitea
2014,9,2,1,7,Aholkularitza eta defentsa
2014,9,2,1,8,
2014,9,2,1,9,Inprimakiak eta argitalpenak
2014,9,2,1,A,
2014,9,2,1,B,Zerbitzu orokorren koordinazioa
2014,9,2,1,C,Informatika
2014,9,2,2,1,
2014,9,2,2,2,
2014,9,2,2,3,
2014,9,2,2,4,"Alor tekniko, juridiko edo ekonomikoetako laguntza"
2014,9,2,3,1,Ondarearen kudeaketa
2014,9,2,3,3,Estatistikak prestatzea eta hedatzea
2014,9,2,3,4,
2014,9,2,3,5,
2014,9,2,3,6,Zor publiko kudeatzea
2014,9,2,3,7,Diruzaintza kudeatzea
2014,9,2,3,8,Erosketak eta hornigaiak kudeatzea
2014,9,2,3,9,Ekonomia eta ogasunari laguntzeko zerbitzuak
2014,9,2,4,1,Hauteskundeak eta alderdi politikoak
2014,9,2,4,9,Herritarrek parte hartzeko beste modu batzuk
2014,9,2,9,1,Ustekabeak eta sailkatu gabeko funtzioak
2014,9,3,1,1,Aurreikuspen eta politika ekonomikoa
2014,9,3,1,2,Aurrekontu-politika
2014,9,3,1,3,Zerga-politika
2014,9,3,1,4,Barne-kontrola eta kontabilitate publikoa
2014,9,3,1,5,Finantza- eta kreditu-politika
2014,9,3,2,1,Zerga-sistemaren aplikazioa
2014,9,3,2,2,Higiezinen katastroaren kudeaketa
2014,9,3,2,3,
2014,9,3,2,4,Ikuskapen fiskala
2014,9,4,1,1,Hitzarmen Ekonomikoa Estatuarekin
2014,9,4,1,9,Beste hitzarmen batzuk
2014,9,4,2,1,
2014,9,4,2,2,
2014,9,4,2,3,Beste transferentzia batzuk
2014,9,4,2,4,
2014,9,4,2,5,
2014,9,5,1,1,
2014,9,5,1,2,
