#año,area,politica,grupo,programa,descripcion
2012,2,3,1.0,B,Autonomía personal y atención a la dependencia
2012,2,3,2.0,1.0,Promoción y servicios a la juventud
2012,2,3,2.0,2.0,Igualdad de oportunidades entre mujeres y hombres
2012,2,3,2.0,3.0,Actuaciones para la previsión integral de la violencia de género
2012,2,3,3.0,1.0,Dirección y servicios generales de protección social
2012,2,4,1.0,1.0,Fomento de la inserción y estabilidad laboral
2012,2,4,1.0,2.0,Desarrollo de la economía social y de la responsabilidad social de las empresas
2012,2,4,1.0,3.0,Actuaciones en el mercado de trabajo
2012,2,4,2.0,1.0,Formación profesional ocupacional
2012,2,4,2.0,2.0,"Escuelas taller, casas de oficios y talleres de empleo"
2012,2,6,1.0,1.0,Dirección y servicios generales de vivienda
2012,2,6,1.0,2.0,Promoción y administración de viviendas
2012,2,6,1.0,4.0,"Ayudas para rehabilitación, construcción y acceso a la vivienda"
2012,2,6,1.0,5.0,Mantenimiento y mejora del patrimonio inmobiliario
2012,2,6,1.0,6.0,Mantenimiento y mejora de la infraestructura urbana en el ámbito municipal
2012,2,6,1.0,7.0,Urbanismo y política del suelo
2012,3,1,1.0,1.0,Dirección y servicios generales de sanidad y política social
2012,3,1,1.0,2.0,Formación sanitaria
2012,3,1,2.0,2.0,Atención primaria de salud
2012,3,1,2.0,3.0,Atención especializada de salud
2012,3,1,2.0,4.0,Asistencia psiquiátrica y psíquica
2012,3,1,2.0,7.0,Servicios auxiliares de centros sanitarios
2012,3,1,2.0,8.0,Infraestructura y equipamiento de centros sanitarios
2012,3,1,3.0,1.0,Oferta y uso racional de medicamentos y productos sanitarios
2012,3,1,3.0,2.0,Salud pública y sanidad exterior
2012,3,1,3.0,4.0,"Terapias avanzadas, medicina regenerativa y trasplantes"
2012,3,1,3.0,9.0,Otras acciones públicas de protección de la salud
2012,3,2,1.0,1.0,Dirección y servicios generales de educación
2012,3,2,1.0,2.0,Formación permanente del profesorado de Educación
2012,3,2,2.0,,Dirección y servicios generales de enseñanza
2012,3,2,2.0,1.0,Educación infantil
2012,3,2,2.0,2.0,Educación secundaria
2012,3,2,2.0,3.0,Enseñanzas universitarias
2012,3,2,2.0,4.0,Educación especial
2012,3,2,2.0,5.0,Enseñanzas artísticas
2012,3,2,2.0,7.0,Educación compensatoria y de adultos
2012,3,2,2.0,9.0,"Otras enseñanzas (idiomas, especiales y otros)"
2012,3,2,2.0,A,Nuevas tecnologías aplicadas a la educación
2012,3,2,2.0,C,Bachillerato
2012,3,2,2.0,D,Educación primaria
2012,3,2,2.0,E,Formación profesional
2012,3,2,3.0,1.0,Becas y ayudas a estudiantes
2012,3,2,4.0,1.0,Servicios complementarios de la enseñanza
2012,3,2,4.0,2.0,Apoyo a otras actividades educativas
2012,3,2,5.0,1.0,"Construcción, equipamiento y material didáctico"
2012,3,3,1.0,1.0,Dirección y servicios generales de cultura
2012,3,3,2.0,1.0,Archivos
2012,3,3,2.0,2.0,Bibliotecas
2012,3,3,3.0,1.0,Museos
2012,3,3,4.0,1.0,Promoción y cooperación cultural
2012,3,3,5.0,1.0,Música y danza
2012,3,3,5.0,2.0,"Teatro, cinematografía y otras artes escénicas"
2012,3,3,6.0,1.0,Fomento y apoyo de las actividades deportivas
2012,3,3,7.0,1.0,"Administración, conservación y restauración del patrimonio histórico"
2012,3,3,7.0,4.0,Arqueología
2012,4,1,1.0,1.0,"Dirección y servicios generales de agricultura, ganadería y alimentación"
2012,4,1,2.0,1.0,"Competitividad, calidad y defensa de la producción agrícola"
2012,4,1,2.0,2.0,"Competitividad, calidad y defensa de la producción ganadera"
2012,4,1,2.0,3.0,Regulación de los mercados agrarios
2012,4,1,3.0,1.0,Competitividad de la industria agroalimentaria y calidad alimentaria
2012,4,1,4.0,1.0,Gestión de los recursos hídricos para el regadío
2012,4,1,4.0,2.0,Desarrollo sostenible del medio rural
2012,4,1,4.0,3.0,Reordenación de la propiedad y concentración parcelaria
2012,4,2,1.0,1.0,Dirección y servicios generales de industria y energía
2012,4,2,1.0,3.0,"Calidad, competitividad y seguridad industrial"
2012,4,2,2.0,2.0,Desarrollo industrial
2012,4,2,2.0,3.0,Reconversión y reindustrialización de empresas
2012,4,2,5.0,2.0,Incentivos sobre medidas energéticas
2012,4,3,1.0,3.0,Ordenación y promoción del comercio exterior
2012,4,3,1.0,4.0,Ordenación y modernización de las estructuras comerciales
2012,4,3,2.0,1.0,Coordinación y promoción del turismo
2012,4,3,2.0,3.0,Promoción hotelera y de complejos turísticos
2012,4,4,1.0,1.0,Subvenciones y apoyo al transporte terrestre
2012,4,5,1.0,1.0,Estudios y servicios de asistencia técnica en obras públicas
2012,4,5,1.0,2.0,Dirección y servicios generales de obras públicas
2012,4,5,1.0,3.0,Dirección y servicios generales de medio ambiente
2012,4,5,1.0,4.0,Dirección y servicios generales del transporte
2012,4,5,2.0,1.0,Gestión e infraestructuras de recursos hidráulicos
2012,4,5,3.0,1.0,Infraestructura del transporte ferroviario
2012,4,5,3.0,2.0,Creación de infraestructura de carreteras
2012,4,5,3.0,3.0,Conservación y explotación de carreteras
2012,4,5,3.0,4.0,Ordenación e inspección del transporte terrestre
2012,4,5,6.0,1.0,Calidad del agua
2012,4,5,6.0,2.0,Protección y mejora del medio ambiente
2012,4,5,6.0,3.0,Protección y mejora del medio natural
2012,4,5,6.0,5.0,Prevención y extinción de incendios
2012,4,5,6.0,6.0,Creación y mejora de comunales y pastos
2012,4,5,6.0,7.0,Conservación y mejora de masas forestales
2012,4,5,8.0,1.0,Infraestructura industrial
2012,4,5,9.0,1.0,Electrificación y alumbrado
2012,4,5,A,2.0,Creación y conservación de caminos rurales
2012,4,5,B,1.0,Otros servicios del bienestar comunitario
2012,4,6,5.0,1.0,Investigación sanitaria
2012,4,6,7.0,3.0,Investigación y desarrollo tecnológico-industrial
2012,4,6,7.0,7.0,Investigación y desarrollo de la sociedad de la información
2012,4,6,7.0,9.0,Innovación tecnológica de las telecomunicaciones
2012,4,6,8.0,1.0,Estudios técnicos en el sector agrario
2012,4,6,9.0,1.0,Otras Innovaciones Tecnológicas
2012,4,9,1.0,1.0,"Ordenación, administración y promoción de las telecomunicaciones y de la sociedad de la información"
2012,4,9,2.0,3.0,Protección y promoción de los derechos de los consumidores y usuarios
2012,4,9,3.0,3.0,Regulación contable y de auditorías
2012,4,9,4.0,1.0,Administración de las relaciones laborales y condiciones de trabajo
2012,4,9,5.0,1.0,Desarrollo y aplicación de la información geográfica
2012,4,9,5.0,3.0,Metrología
2012,9,1,1.0,2.0,Actividad legislativa
2012,9,1,1.0,3.0,Control externo del sector público
2012,9,1,2.0,1.0,Gobierno de Navarra
2012,9,1,2.0,2.0,Alto asesoramiento de la Comunidad Foral de Navarra
2012,9,1,2.0,3.0,Relaciones con el Parlamento
2012,9,2,1.0,1.0,"Dirección, organización y servicios generales de la Administración Pública"
2012,9,2,1.0,3.0,"Selección, formación, promoción y representación del personal"
2012,9,2,1.0,4.0,"Administración, gestión y control de personal"
2012,9,2,1.0,5.0,Cobertura informativa
2012,9,2,1.0,6.0,Edición y confección de boletines oficiales
2012,9,2,1.0,7.0,Asesoramiento y defensa
2012,9,2,1.0,8.0,"Conservación y mantenimiento de vehículos, maquinaria, instalaciones y otros"
2012,9,2,1.0,9.0,Impresos y publicaciones
2012,9,2,1.0,A,Tramitación y resolución de recursos administrativos
2012,9,2,1.0,B,Coordinación de servicios generales
2012,9,2,2.0,1.0,Dirección y servicios generales de Política Territorial
2012,9,2,2.0,2.0,Coordinación y relaciones financieras con entidades locales
2012,9,2,2.0,3.0,Régimen jurídico y de personal de la administración local
2012,9,2,2.0,4.0,Apoyos en aspectos técnico-económicos
2012,9,2,3.0,1.0,Gestión del patrimonio
2012,9,2,3.0,3.0,Elaboración y difusión estadística
2012,9,2,3.0,4.0,Dirección y servicios generales de economía y hacienda
2012,9,2,3.0,7.0,Gestión de tesorería
2012,9,2,3.0,8.0,Gestión de compras y suministros
2012,9,2,3.0,9.0,Servicios de apoyo a economía y hacienda
2012,9,3,1.0,1.0,Previsión y política económica
2012,9,3,1.0,2.0,Política presupuestaria
2012,9,3,1.0,4.0,Control interno y contabilidad pública
2012,9,3,1.0,5.0,Política financiera y de créditos
2012,9,3,2.0,1.0,Aplicación del sistema tributario
2012,9,3,2.0,2.0,Gestión del catastro inmobiliario
2012,9,3,2.0,3.0,Resolución de reclamaciones económico-administrativas
2012,9,3,2.0,4.0,Inspección fiscal
2012,9,4,1.0,1.0,Convenio económico con el Estado
2012,9,4,2.0,2.0,Transferencias a entidades locales por participación en ingresos del Estado
2012,9,4,2.0,3.0,Otras transferencias
2012,9,4,2.0,4.0,Transferencias a entidades locales para cooperar en obras y servicios
2012,9,5,1.0,1.0,Amortización y gastos financieros de la deuda pública en moneda nacional
2012,3,2,2,0,Dirección y servicios generales de enseñanza
2012,2,3,1,0,Programac. gral. protección y promoción social
